ID,Long,Lat,Source,Network,Intensity,PGA,PGV,Distance,VS30,HNZ_PGA,HNN_PGA,HNE_PGA,HNZ_PGV,HNN_PGV,HNE_PGV,HNZ_sa(0.3),HNN_sa(0.3),HNE_sa(0.3),HNZ_sa(1.0),HNN_sa(1.0),HNE_sa(1.0),HNZ_sa(3.0),HNN_sa(3.0),HNE_sa(3.0)
DYFI.UTM:(11S 0767 3618 1000),-114.14750,32.67180,DYFI,DYFI,3,Null,Null,437.851,283.38,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0767 3898 1000),-114.06200,35.19390,DYFI,DYFI,3.4,Null,Null,303.451,434.13,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0768 3897 1000),-114.05140,35.18460,DYFI,DYFI,2.9,Null,Null,304.566,315.43,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0770 3899 1000),-114.02880,35.20210,DYFI,DYFI,2.3,Null,Null,306.296,357.59,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0770 3900 1000),-114.02850,35.21110,DYFI,DYFI,3.3,Null,Null,306.174,286.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(11S 0770 3906 1000),-114.02650,35.26510,DYFI,DYFI,5.4,6.1589,8.2021,305.524,323.25,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0228 3905 1000),-113.98410,35.25580,DYFI,DYFI,3.3,Null,Null,309.480,322.89,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0238 4087 1000),-113.93470,36.89730,DYFI,DYFI,3.3,Null,Null,341.807,393.66,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0264 4113 1000),-113.65130,37.13820,DYFI,DYFI,2.2,Null,Null,376.003,569.8,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0270 4109 1000),-113.58260,37.10370,DYFI,DYFI,2.2,Null,Null,379.819,322.05,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0277 4112 1000),-113.50480,37.13240,DYFI,DYFI,2,Null,Null,387.417,662.13,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0352 3693 1000),-112.58550,33.37060,DYFI,DYFI,2,Null,Null,502.425,274.43,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0365 3711 1000),-112.44850,33.53460,DYFI,DYFI,2.7,Null,Null,504.665,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0365 3714 1000),-112.44900,33.56170,DYFI,DYFI,3.1,Null,Null,503.224,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0365 3722 1000),-112.45020,33.63380,DYFI,DYFI,2.7,Null,Null,499.468,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0366 3721 1000),-112.43930,33.62490,DYFI,DYFI,2.7,Null,Null,500.813,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0367 3712 1000),-112.42710,33.54390,DYFI,DYFI,2.8,Null,Null,505.936,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0368 3717 1000),-112.41710,33.58910,DYFI,DYFI,2.6,Null,Null,504.447,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0369 3699 1000),-112.40370,33.42690,DYFI,DYFI,2.7,Null,Null,513.998,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0369 3717 1000),-112.40630,33.58920,DYFI,DYFI,3.2,Null,Null,505.332,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0369 3720 1000),-112.40680,33.61630,DYFI,DYFI,3.2,Null,Null,503.927,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0370 3704 1000),-112.39370,33.47210,DYFI,DYFI,2.6,Null,Null,512.410,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0370 3707 1000),-112.39410,33.49920,DYFI,DYFI,3.2,Null,Null,510.957,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0371 3704 1000),-112.38290,33.47230,DYFI,DYFI,2.9,Null,Null,513.280,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0371 3705 1000),-112.38310,33.48130,DYFI,DYFI,2.5,Null,Null,512.791,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0371 3718 1000),-112.38490,33.59850,DYFI,DYFI,2.5,Null,Null,506.627,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0371 3720 1000),-112.38520,33.61650,DYFI,DYFI,2.9,Null,Null,505.701,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0372 3707 1000),-112.37260,33.49940,DYFI,DYFI,2.3,Null,Null,512.704,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0372 3717 1000),-112.37400,33.58960,DYFI,DYFI,2,Null,Null,507.973,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0373 3700 1000),-112.36080,33.43640,DYFI,DYFI,2.9,Null,Null,516.978,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0373 3721 1000),-112.36380,33.62580,DYFI,DYFI,2.6,Null,Null,507.008,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0374 3700 1000),-112.35010,33.43650,DYFI,DYFI,2.9,Null,Null,517.844,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0375 3702 1000),-112.33960,33.45470,DYFI,DYFI,2.1,Null,Null,517.739,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0376 3704 1000),-112.32910,33.47290,DYFI,DYFI,2,Null,Null,517.643,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0379 3714 1000),-112.29820,33.56340,DYFI,DYFI,2,Null,Null,515.544,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0380 3703 1000),-112.28600,33.46430,DYFI,DYFI,2.6,Null,Null,521.617,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0381 3708 1000),-112.27590,33.50950,DYFI,DYFI,3.1,Null,Null,520.114,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0382 3701 1000),-112.26420,33.44650,DYFI,DYFI,3.4,Null,Null,524.328,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0382 3715 1000),-112.26600,33.57270,DYFI,DYFI,2.9,Null,Null,517.738,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0384 3715 1000),-112.24450,33.57290,DYFI,DYFI,2,Null,Null,519.506,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0386 3821 1000),-112.23670,34.52890,DYFI,DYFI,2.5,Null,Null,482.015,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0389 3711 1000),-112.19010,33.53740,DYFI,DYFI,2,Null,Null,525.775,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0396 3721 1000),-112.11590,33.62830,DYFI,DYFI,2.2,Null,Null,527.493,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0400 3701 1000),-112.07050,33.44830,DYFI,DYFI,2.4,Null,Null,540.137,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0400 3704 1000),-112.07090,33.47540,DYFI,DYFI,3,Null,Null,538.733,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0402 3658 1000),-112.04440,33.06070,DYFI,DYFI,2.2,Null,Null,563.202,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0404 3656 1000),-112.02280,33.04280,DYFI,DYFI,3.1,Null,Null,565.949,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0404 3657 1000),-112.02290,33.05180,DYFI,DYFI,3.8,Null,Null,565.426,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0412 3698 1000),-111.94120,33.42230,DYFI,DYFI,2,Null,Null,552.118,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0413 3707 1000),-111.93130,33.50350,DYFI,DYFI,3,Null,Null,548.907,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0414 3706 1000),-111.92040,33.49460,DYFI,DYFI,2.6,Null,Null,550.249,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0414 3720 1000),-111.92180,33.62090,DYFI,DYFI,2.1,Null,Null,544.088,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0417 3679 1000),-111.88560,33.25130,DYFI,DYFI,2,Null,Null,565.522,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0418 3677 1000),-111.87470,33.23340,DYFI,DYFI,2,Null,Null,567.361,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0418 3720 1000),-111.87860,33.62120,DYFI,DYFI,2,Null,Null,547.701,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0420 3678 1000),-111.85340,33.24250,DYFI,DYFI,2,Null,Null,568.617,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0421 3685 1000),-111.84320,33.30570,DYFI,DYFI,2.1,Null,Null,566.145,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0422 3697 1000),-111.83350,33.41400,DYFI,DYFI,2.1,Null,Null,561.442,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0424 3675 1000),-111.81020,33.21580,DYFI,DYFI,2,Null,Null,573.557,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0426 3688 1000),-111.78980,33.33320,DYFI,DYFI,2,Null,Null,569.126,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0434 3679 1000),-111.70320,33.25250,DYFI,DYFI,2,Null,Null,580.396,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0436 3682 1000),-111.68190,33.27970,DYFI,DYFI,3,Null,Null,580.749,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0440 3678 1000),-111.63870,33.24380,DYFI,DYFI,2,Null,Null,586.148,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0443 3687 1000),-111.60700,33.32520,DYFI,DYFI,2,Null,Null,584.638,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12S 0456 3691 1000),-111.46760,33.36180,DYFI,DYFI,2,Null,Null,594.429,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12T 0415 4566 1000),-112.00850,41.24550,DYFI,DYFI,4,1.5007,2.5515,772.956,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12T 0424 4512 1000),-111.89450,40.76000,DYFI,DYFI,3,Null,Null,740.532,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12T 0425 4512 1000),-111.88260,40.76010,DYFI,DYFI,2.7,Null,Null,741.251,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12T 0428 4503 1000),-111.84610,40.67930,DYFI,DYFI,2,Null,Null,737.188,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(12T 0448 4446 1000),-111.60480,40.16730,DYFI,DYFI,3.1,Null,Null,714.616,760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(15S 0773 3588 1000),-90.09230,32.40000,DYFI,DYFI,4.1,1.741,2.9842,"2,517.162",760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(16R 0321 3363 1000),-88.85790,30.39030,DYFI,DYFI,4.5,3.1541,4.2571,"2,692.755",760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
DYFI.UTM:(16S 0714 4339 1000),-84.51680,39.17830,DYFI,DYFI,2.2,Null,Null,"2,892.354",760.0,1.0508,4.5878,5.8135,1.8204,3.9721,4.3095,3.4615,17.4401,28.4480,2.2639,7.4042,8.3997,0.4865,1.0074,1.2528
CE.14822,-118.38110,33.94510,CE,CE,3.9,1.0883,2.113,202.984,334.26,0.5699,1.0883,0.8629,1.1680,1.6640,2.1130,1.1021,3.3189,2.8915,0.8312,1.7269,1.7769,0.6123,0.4668,0.5446
NP.1759,-122.25600,38.10800,NP,NP,2.7,0.0555,0.3124,470.082,760.0,0.0339,0.0472,0.0555,0.1623,0.3124,0.2482,0.0318,0.0500,0.0623,0.0733,0.1151,0.1479,0.0731,0.1352,0.1236
NP.1828,-122.25300,37.85800,NP,NP,2,0.0342,0.1088,456.686,760.0,0.0217,0.0306,0.0342,0.0800,0.1001,0.1088,0.0245,0.0501,0.0557,0.0535,0.0744,0.1167,0.0345,0.0524,0.0443
NC.J065,-122.05120,37.34320,NC,NC,3.2,0.1349,0.7486,417.199,394.3,0.0611,0.1249,0.1349,0.2104,0.7486,0.5760,0.0710,0.1264,0.1401,0.1599,0.1958,0.2569,0.1412,0.4251,0.3304
CE.43158,-117.96990,36.22810,CE,CE,5,5.8225,6.255,41.320,283.04,3.9633,5.7541,5.8225,3.4550,4.0640,6.2550,5.4157,10.7463,9.7567,2.7041,5.6306,6.1429,1.0746,1.3945,0.7940
NC.C062,-121.90340,37.66750,NC,NC,3.4,0.2348,0.945,419.753,257.77,0.1829,0.2245,0.2348,0.3558,0.6475,0.9450,0.1009,0.2247,0.2223,0.2856,0.5246,0.5221,0.2086,0.3196,0.4252
NSMP.5106,-118.11900,33.77600,NSMP,NSMP,4.3,1.3992,3.7013,210.899,286.15,0.5827,1.3992,1.3701,1.8812,3.7013,3.2542,1.5396,2.5136,2.8045,0.7727,2.5735,2.1690,0.7986,1.5198,1.5279
CE.23836,-117.85120,34.11360,CE,CE,Null,Null,Null,167.867,376.37,1.1387,1.3992,1.3701,1.0160,3.7013,3.2542,3.1964,2.5136,2.8045,1.1471,2.5735,2.1690,0.1542,1.5198,1.5279
NP.5419,-117.66200,35.64900,NP,NP,8.6,80.5687,83.9831,11.231,259.81,95.7196,66.1225,80.5687,35.2526,83.9831,82.2120,109.8842,167.7020,101.0599,51.5285,126.9066,173.2385,10.6696,27.7397,52.9808
CI.Q0008,-117.24700,33.38500,CI,CI,2.4,Null,0.2232,243.057,717.27,0.0798,0.0567,0.0692,0.2201,0.1447,0.2232,0.1106,0.1135,0.1089,0.1194,0.0983,0.1570,0.1140,0.0729,0.0981
CE.32207,-116.67410,35.27140,CE,CE,4.9,6.7228,5.645,71.634,342.93,4.0385,6.7228,6.5820,1.9170,5.6450,5.0500,14.1452,17.0442,12.0709,2.2342,7.4075,6.5628,0.2847,0.6315,0.7333
CE.13890,-117.89380,33.74200,CE,CE,4.4,2.0546,3.884,208.793,216.48,0.4908,2.0546,1.4729,0.8970,3.8840,2.1480,1.3845,4.8558,3.8712,0.9952,4.9908,3.4688,0.5948,1.0974,0.5930
CE.14027,-118.05760,33.92830,CE,CE,3.9,1.3566,2.042,193.085,377.92,0.7269,1.1469,1.3566,0.9720,2.0420,1.5900,2.0093,2.7441,3.3289,0.9517,2.7940,2.3342,0.3681,0.8982,0.7582
CE.14041,-118.12120,33.99100,CE,CE,4,2.2608,2.721,188.558,338.02,0.9628,2.2608,1.4520,0.8620,2.7210,1.6550,2.7141,8.4146,5.1857,1.1446,3.3389,2.4242,0.2519,0.5033,0.7880
CE.14783,-118.27510,33.75000,CE,CE,1,Null,Null,218.639,273.63,0.0010,0.0011,0.0013,0.0010,0.0010,0.0010,0.0019,0.0018,0.0019,0.0015,0.0012,0.0013,0.0005,0.0005,0.0004
CE.14868,-118.16420,33.80600,CE,CE,3.9,1.4434,2.183,209.154,334.48,0.6733,1.1104,1.4434,0.6580,2.1830,1.9490,2.2192,2.9590,3.3788,0.9284,2.5316,2.9440,0.2264,0.9479,0.6553
CE.14934,-118.30050,33.93860,CE,CE,3.8,1.5012,1.946,200.386,336.55,0.6947,1.2063,1.5012,0.7350,1.7520,1.9460,2.2517,3.6038,4.1686,0.7427,1.4870,2.4692,0.4046,0.5236,0.5606
CE.14937,-118.01130,33.90510,CE,CE,4,2.1692,2.749,194.200,336.38,0.8440,2.1692,1.8640,0.8040,2.7490,2.4830,1.5320,6.6227,4.7284,1.0676,4.4960,4.0111,0.4109,0.9569,0.7450
CE.22078,-116.50400,34.15540,CE,CE,3.8,1.8183,1.867,176.202,655.13,1.0895,1.8176,1.8183,0.8000,1.7890,1.8670,2.6316,4.9808,5.1707,1.2746,3.2964,3.7387,0.1867,0.2724,0.5713
CE.23057,-117.91160,34.04300,CE,CE,3.9,2.4686,2.329,176.904,373.64,1.2932,2.4686,1.7281,1.0670,2.3290,1.3210,2.4592,9.6667,5.7155,1.2821,3.0415,1.6669,0.4481,0.5353,0.5143
CE.23089,-117.68060,34.11250,CE,CE,3.6,1.4115,1.452,164.596,362.49,0.9920,1.4115,1.2515,0.8410,1.4520,1.4090,2.3792,3.0615,2.7341,0.8992,2.9915,2.4717,0.2877,0.3499,0.3859
CE.24013,-118.58880,34.19410,CE,CE,4.1,2.2186,3.011,189.281,267.95,0.6747,1.9547,2.2186,1.1750,3.0110,2.6970,1.6219,3.4463,4.9733,1.4045,2.8940,3.4888,0.4104,1.1646,1.3151
CE.24015,-118.34130,34.19630,CE,CE,3.9,1.7652,2.11,176.718,342.02,1.1227,1.6884,1.7652,0.7970,1.8810,2.1100,4.1386,5.6581,5.6231,1.0774,3.1764,2.9615,0.2137,0.3154,0.4623
CE.24021,-118.20010,34.17410,CE,CE,3.4,1.8027,1.046,172.820,827.86,0.7199,1.8027,1.5738,0.6450,0.7920,1.0460,1.3595,3.7487,2.1343,0.9507,1.1101,0.9632,0.2784,0.1285,0.3729
CE.24025,-118.12960,34.04080,CE,CE,3.7,1.5593,1.543,183.708,412.37,0.8532,1.2646,1.5593,0.7530,1.2480,1.5430,2.3942,4.7234,3.7962,0.8889,1.5070,1.8394,0.3206,0.4081,0.6833
CE.24030,-118.13060,34.09710,CE,CE,3.9,2.3503,2.359,177.970,404.55,1.5400,1.2656,2.3503,1.7520,1.1980,2.3590,5.3857,3.2139,6.4678,1.1646,1.5095,3.2439,0.5471,0.1654,0.3799
CE.24062,-118.07740,34.69860,CE,CE,4.7,5.6887,5.063,116.542,294.34,2.4440,4.2635,5.6887,1.6070,5.0630,4.6280,8.4771,10.5114,14.8949,2.1967,6.2079,6.7402,0.5481,1.4595,1.4120
CE.24363,-118.20960,34.05790,CE,CE,Null,Null,Null,184.866,399.42,0.7178,4.2635,5.6887,0.8760,5.0630,4.6280,1.8144,10.5114,14.8949,1.0781,6.2079,6.7402,0.4423,1.4595,1.4120
CE.24380,-118.75390,34.45860,CE,CE,3.7,1.3347,1.633,175.837,365.24,0.6064,1.3015,1.3347,0.7730,1.1070,1.6330,1.3870,3.8362,2.4217,1.5695,2.1143,3.1639,0.2452,0.3639,0.4528
CE.24941,-118.14680,34.01740,CE,CE,3.9,1.7358,2.029,186.709,396.13,0.7510,1.3275,1.7358,0.7900,2.0290,1.8050,2.9140,3.7737,4.3060,1.0147,1.8569,2.0643,0.2142,0.9719,0.5148
CE.25130,-119.22570,34.17540,CE,CE,4.1,1.1812,3.104,227.863,243.83,0.3115,0.9945,1.1812,1.0700,2.6260,3.1040,0.4788,1.9318,1.8619,0.7163,3.2439,3.4388,0.5641,0.9502,1.7719
CE.25134,-119.04080,34.22120,CE,CE,4,1.0073,2.398,212.919,311.44,0.4535,0.7914,1.0073,0.8060,1.7560,2.3980,0.8627,1.8744,1.7519,1.3495,1.8194,2.9465,0.3301,0.8872,0.8959
